indx,tag,speaker,line,label,desc,bin_label
2188,TRAIN_0_2188,Roland," Here's the keys, ",,,0
2189,TRAIN_0_2189,Johnny, Thank you.,,,0
2190,TRAIN_0_2190,Roland," ... and also, when you return it, if you don't mind just backing it in, because in the morning, I have to kinda crick...",,,0
2191,TRAIN_0_2191,Johnny," Yeah, I'll back it in, I'll back it in!",,,0
2192,TRAIN_0_2192,Roland," My neck like that, if you could back it in that would be terrific.",,,0
2193,TRAIN_0_2193,Johnny," Sure, I'll back it in.",,,0
2194,TRAIN_0_2194,Roland," The wiper fluid, um... I had to replace sooner than usual, Now, I'm not asking...",,,0
2195,TRAIN_0_2195,Johnny, I don't touch the wiper fluid!,,,0
2196,TRAIN_0_2196,Roland," Well, okay, somebody did.",,,0
2197,TRAIN_0_2197,Johnny, I never use it.,,,0
2198,TRAIN_0_2198,Roland," Yeah well, I guess your ""imaginary friend"" uses wiper fluid, right?",,,0
2199,TRAIN_0_2199,Johnny, I don't know! ,,,0
2200,TRAIN_0_2200,Roland," I'm not asking for payback here, but whatever you think is fair would be terrific.",,,0
2201,TRAIN_0_2201,Johnny," Okay, I never use it, though.",,,0
2202,TRAIN_0_2202,Roland," The radio was at a four. I like it at a ten, so...",,,0
2203,TRAIN_0_2203,Johnny," Okay, you know what, I'm gonna walk!",,,0
2204,TRAIN_0_2204,Roland, Where are you going?,,,0
2205,TRAIN_0_2205,Johnny," I'm gonna walk, Roland!",,,0
2206,TRAIN_0_2206,Roland, What do you mean you're walking?,,,0
2207,TRAIN_0_2207,Johnny, I don't want your truck!,,,0
2208,TRAIN_0_2208,Roland," No, no, the truck's right there, what are you talking...",,,0
2209,TRAIN_0_2209,Johnny, I don't need your truck!,,,0
2210,TRAIN_0_2210,Roland," It's gonna be there all day! I'm just asking, maybe you could put a little air in the tires, from time to time.",,,0
2211,TRAIN_0_2211,Justine St. Pierre,"  Bonjour! Now that you've opened your Allez Vous starter kit, let's begin with those essential tips and tricks you'll need to make up to 600,000 dollars a year.  That's 50,000 a month, that's 7,000 dollars a week.",,,0
2212,TRAIN_0_2212,Moira," No, it isn't! She didn't finish high school.",,,0
2213,TRAIN_0_2213,Justine St. Pierre,"  Now, you've heard of other get rich quick schemes, but this isn't a scheme, it's a system.",,,0
2214,TRAIN_0_2214,Moira," Look at the work she's had done, it's grotesque.",,,0
2215,TRAIN_0_2215,Justine St. Pierre,"  Go grab a pen and paper, because I'm about to share with you some essential tips and tricks to maximize your sales productivity. If this seems like a dream come true, you need to pay attention to my tips and tricks.  But the best part is, the products sell themselves!",,,0
2216,TRAIN_0_2216,David," Okay, where are the tips and tricks? We've been watching this for five minutes, she's talking in circles!",,,0
2217,TRAIN_0_2217,Moira," Because it's a scam! But if your father's willing to go out there and sell his soul, dear, the least we can do is try to sell this garbage.  What's this? ",,,0
2218,TRAIN_0_2218,David," Huh? Oh, it's a sunless bronzing.",,,0
2219,TRAIN_0_2219,Moira," Okay, let's sell it, how hard could it be?",,,0
2220,TRAIN_0_2220,Justine St. Pierre,  You sell you. You sell you using Allez Vous.,,,0
2221,TRAIN_0_2221,Moira," Okay, we're going to have a luncheon.",,,0
2222,TRAIN_0_2222,David, A luncheon?,,,0
2223,TRAIN_0_2223,Moira," Mm-hmm, a luncheon for our little townie friends. It's the least we could do. ",,,0
2224,TRAIN_0_2224,David, Hmm!,,,0
2225,TRAIN_0_2225,Justine St. Pierre,"  System, support, tips, tricks, community, opportunity, tips...",,,0
2226,TRAIN_0_2226,Alexis, Twyla?,,,0
2227,TRAIN_0_2227,Twyla," Hey, what's up?",,,0
2228,TRAIN_0_2228,Ted, Nothing.,,,0
2229,TRAIN_0_2229,Alexis," So um, Ted ordered toast, not home fries, and he got home fries, so would you just be a peach, and...",,,0
2230,TRAIN_0_2230,Twyla," Oh, sorry.",,,0
2231,TRAIN_0_2231,Ted," No, you know what? It's okay. I'm good with it. I like home fries, I'm gonna eat 'em, so. First day of a cleanse, so she's a little whoo!",,,0
2232,TRAIN_0_2232,Twyla," Okay, so I can take it back. ",,,0
2233,TRAIN_0_2233,Alexis," That would actually be great, if you wouldn't...",,,0
2234,TRAIN_0_2234,Ted," No, no thank you. Lex, if you'll just let me eat my breakfast here, it's not like there's broken glass in it. ",,,0
2235,TRAIN_0_2235,Twyla, There's broken glass?,,,0
2236,TRAIN_0_2236,Ted," No, there is not broken glass in it, just a lot of great flavours that I can't wait to taste. ",,,0
2237,TRAIN_0_2237,Twyla,   Great!,,,0
2238,TRAIN_0_2238,Ted, Thank you.,,,0
2239,TRAIN_0_2239,Alexis, I'm just trying to help you.,,,0
2240,TRAIN_0_2240,Ted," Well, if you wanna help, eat something. I do not like what this cleanse is doing to your brain.",,,0
2241,TRAIN_0_2241,Alexis, You're being very rude!,,,0
2242,TRAIN_0_2242,Ted, I'm sorry for yelling.,,,0
2243,TRAIN_0_2243,Bob, Ain't she a beaut?,,,0
2244,TRAIN_0_2244,Johnny," Boy, is she ever, Bob. You know, I uh... I woke up this morning, I said to myself, Johnny, you've gotta buy yourself a car. You may have a business meeting in Elmdale one day, and you're gonna be in trouble. ",,,0
2245,TRAIN_0_2245,Bob," Yeah, I wouldn't have thought this was your cup of tea. ",,,0
2246,TRAIN_0_2246,Johnny," Oh, this is exactly what I was looking for! Yeah, I'd love to take this baby out for a test drive. ",,,0
2247,TRAIN_0_2247,Bob," Yeah? I've got the keys, let's take 'er for a spin. ",,,0
2248,TRAIN_0_2248,Johnny," Not with you, Bob, I don't wanna bother you. ",,,0
2249,TRAIN_0_2249,Bob, It's no bother. ,,,0
2250,TRAIN_0_2250,Johnny," I would just love to take this out myself, Bob, you know, a little peccadillo of mine when I'm buying a car, I like to experience the car one on one, just me and the machine, you know what I mean? ",,,0
2251,TRAIN_0_2251,Bob," No, I don't.",,,0
2252,TRAIN_0_2252,Johnny," I just wanna take it out for a test drive, Bob, just for a spin.",,,0
2253,TRAIN_0_2253,Bob, So... Once around the block?,,,0
2254,TRAIN_0_2254,Johnny," Oh yeah, once around the block, you know, maybe around the corner, up the road a bit. ",,,0
2255,TRAIN_0_2255,Bob, What road?,,,0
2256,TRAIN_0_2256,Johnny," Well, this road, I'll take it up this road.",,,0
2257,TRAIN_0_2257,Bob," Okay, but no lefts, okay? Because they lead to the highway, and I really don't want her on the highway. ",,,0
2258,TRAIN_1_2258,Johnny, Why would I take it on the highway? ,RHETORICAL, Johnny is pretending like he won’t take the car on the highway,1
2259,TRAIN_1_2259,Mutt," You do know that just staring at the fence isn't gonna help me fix it, right? ",RHETORICAL, Mutt and Alexis know that staring at the fence is not helpful. Mutt is trying to get Alexis’s attention,1
2260,TRAIN_0_2260,Alexis," Yeah, I am. I'm just thinking about Ted, and how nice he is, and... generous, like, almost too generous. And I just wanna grab him by the sweater sometime, and be like, ""stop being so generous and nice!"" ",,,0
2261,TRAIN_0_2261,Mutt, He always has been. I feel bad thinking about all those times I pinned him against a locker.,,,0
2262,TRAIN_0_2262,Alexis, You pinned somebody against a locker?!,,,0
2263,TRAIN_0_2263,Mutt," Well, I was a different person then, a lot changed since after high school.",,,0
2264,TRAIN_0_2264,Alexis, So what did he do to make you such a teenage cliche?? ,,,0
2265,TRAIN_0_2265,Mutt," He always said hi when he passed me in the halls, and for some reason, it bugged me. ",,,0
2266,TRAIN_0_2266,Alexis," Yeah, I can see that.",,,0
2267,TRAIN_0_2267,Mutt, So he's bugging you.,,,0
2268,TRAIN_0_2268,Alexis," What? No! Oh my God, no! ",,,0
2269,TRAIN_0_2269,Mutt, Oh yes.,,,0
2270,TRAIN_0_2270,Alexis," No, I'm just saying, generally speaking, when you order breakfast and they give you the wrong order, send it back and get the right order. ",,,0
2271,TRAIN_0_2271,Mutt," I never return food, I think that's so rude.",,,0
2272,TRAIN_0_2272,Johnny," Oh no! Oh, son of a bum! Son of a bitch! Argh! What the hell?! Ugh! Oh! Oh!",,,0
2273,TRAIN_0_2273,Roland," Well, the good news is all you need is a new fan belt, and then you'll be right back on the road.",,,0
2274,TRAIN_0_2274,Johnny," Good, good. Well, it was important I get to Elmdale today, Roland, I appreciate you helping me out.",,,0
2275,TRAIN_0_2275,Roland," Ah, it's no problem, Johnny. So, where in Elmdale am I taking you?",,,0
2276,TRAIN_0_2276,Johnny," Oh, just the general downtown area will be fine.",,,0
2277,TRAIN_0_2277,Roland," Okay, don't wanna tell me where we're going, interesting.",,,0
2278,TRAIN_0_2278,Johnny," It's uh, just... just a business meeting, just I've gotta meet a guy.",,,0
2279,TRAIN_0_2279,Roland," Uh huh, what guy?",,,0
2280,TRAIN_0_2280,Johnny," A financial guy, it's a financial matter.",,,0
2281,TRAIN_0_2281,Roland," Well Johnny, it's gonna be awfully hard for me to get you to this meeting if I don't know where we're going! I mean, why is this such a big secret?",,,0
2282,TRAIN_0_2282,Johnny," It's not a big secret, it's not a big secret, Roland, and you're only doing 25, if we could pick it up a little... Oh my God, now you're in such a hurry.",,,0
2283,TRAIN_0_2283,Roland," What's the big rush here? I don't get that, either!",,,0
2284,TRAIN_0_2284,Johnny," The office closes at four o'clock, that's all.",,,0
2285,TRAIN_0_2285,Roland, What office are you talking about?,,,0
2286,TRAIN_0_2286,Johnny," The financial guy that I'm seeing, his office...",,,0
2287,TRAIN_0_2287,Roland, What financial guy?,,,0
2288,TRAIN_0_2288,Johnny," The guy I'm doing business with, I told you...",,,0
2289,TRAIN_0_2289,Roland, Where are we going?!,,,0
2290,TRAIN_0_2290,Johnny, The unemployment office! Okay? I'm applying for unemployment. ,,,0
2291,TRAIN_0_2291,Roland," Jeez pal, your business is your business. I don't know why you're telling me!",,,0
2292,TRAIN_0_2292,Moira," Well, good afternoon! Everyone have a full glass, I hope? We've wanted to have you all here for ages, you've all so graciously welcomed us into your heavenly hamlet! Now, if you'll be so good as to follow me, David is setting out some hors d'oeuvres in our adjoining suite. David! We have guests! ",,,0
2293,TRAIN_0_2293,Moira, You were supposed to have cleaned up all these quality products!,,,0
2294,TRAIN_0_2294,David, I must've lost track of time. Now the seating areas are covered in Allez Vous cosmetics!,,,0
2295,TRAIN_0_2295,David," I know, I just didn't want to put such high quality paraben and paba free product on the floor! Come on in.",,,0
2296,TRAIN_0_2296,Alexis," Okay, well everything's going super well, I can see, so... ",,,0
2297,TRAIN_0_2297,Ted," well no, come on, we've gotta stay for a bit.",,,0
2298,TRAIN_0_2298,Alexis," No, we've made our appearance, and now we can go.",,,0
2299,TRAIN_0_2299,Ted, Your mom asked me to come.,,,0
2300,TRAIN_0_2300,Alexis," Well, she asked everybody to come. Can you not just say no for one time, Ted?!",,,0
2301,TRAIN_0_2301,David," Jocelyn, you can hold this lip plumper. Ronnie, this is a mineral moisturizer, you could keep it on your lap, or sample it.",,,0
2302,TRAIN_0_2302,Moira," David, now is not the time to discuss Allez Vous' preferred customer discounts.",,,0
2303,TRAIN_0_2303,David, Oh!,,,0
2304,TRAIN_0_2304,Ted," Actually, I think I'm going to be getting lunch elsewhere.",,,0
2305,TRAIN_0_2305,Alexis, Can I come with you?,,,0
2306,TRAIN_0_2306,Ted, I don't think so.,,,0
2307,TRAIN_1_2307,Alexis, Now you get all decisive-y? ,RHETORICAL, Alexis is making fun of Ted for suddenly being firm,1
2308,TRAIN_1_2308,David," I was just so excited about Allez Vous' exclusive anti-aging formula, and rejuvenation serums. Alexis, you'd like this product. It's all about aging, and dry skin. ",SARCASTIC," David is making fun of Alexis, saying she has dry and aging skin when she does not",1
2309,TRAIN_0_2309,Alexis," Oh my God, ew, David!",,,0
2310,TRAIN_0_2310,Moira," David, I know you're excited to be part of the fastest growing multilevel marketing community on the continent, but honestly! ",,,0
2311,TRAIN_0_2311,Stevie, There's something wrong with your face. ,,,0
2312,TRAIN_0_2312,David, With my face?,,,0
2313,TRAIN_0_2313,Moira," Well, if any of you do happen to have questions about the products, or how to make up to 600,000 dollars a year, I suppose I'd be willing to share with you what I know. In the meantime, please, eat, drink, to your possible beauty!",,,0
2314,TRAIN_0_2314,Marnie," How can I help you today, sir?",,,0
2315,TRAIN_0_2315,Johnny," Uh, yes, Johnny Rose, I have an appointment to get some money.",,,0
2316,TRAIN_0_2316,Marnie, Get some money?,,,0
2317,TRAIN_0_2317,Johnny," I need a cheque, preferably today. Ideally in the next few minutes, 'cause I have somebody waiting in the car.",,,0
2318,TRAIN_0_2318,Marnie,"  Well, we don't just give out money. First we need some information.",,,0
2319,TRAIN_0_2319,Johnny," Oh yeah, sure, yeah. Hm-hm.",,,0
2320,TRAIN_0_2320,Marnie, Your name?,,,0
2321,TRAIN_0_2321,Johnny, Johnny Rose.,,,0
2322,TRAIN_0_2322,Marnie, Last employer?,,,0
2323,TRAIN_0_2323,Johnny, Johnny Rose.,,,0
2324,TRAIN_0_2324,Marnie, And how long did you work for yourself?,,,0
2325,TRAIN_0_2325,Johnny, All my life.,,,0
2326,TRAIN_0_2326,Marnie, And your reason for being out of work?,,,0
2327,TRAIN_0_2327,Johnny," I sold my business, and I got screwed by my business manager.",,,0
2328,TRAIN_0_2328,Marnie, Did you pay into unemployment insurance?,,,0
2329,TRAIN_0_2329,Johnny," I don't know, maybe I did, maybe I didn't, it never came across my desk, I uh...",,,0
2330,TRAIN_0_2330,Marnie, We can't give you money unless you contributed to the program. ,,,0
2331,TRAIN_0_2331,Johnny," I don't think you're understanding, I employed people, hundreds of people. You see, and now I'm unemployed.",,,0
2332,TRAIN_0_2332,Marnie, But that doesn't mean you qualify for unemployment.,,,0
2333,TRAIN_0_2333,Johnny, I lost my job! ,,,0
2334,TRAIN_0_2334,Marnie, You lost your business.,,,0
2335,TRAIN_1_2335,Johnny," Okay, let me walk you through this. You see, I need money to get back on my feet so I can employ more people, that might actually end up saving you money in the long run now, am I the only one who understands how an economy works around here?!  ",RHETORICAL, Johnny is expressing his frustration with the unemployment system,1
2336,TRAIN_0_2336,Marnie," Let me walk you through this, Mr. Rose. Unless you can prove that you contributed, you don't qualify. If you were laid off, or fired, or could show that you were out looking for work, that would be a different story. ",,,0
2337,TRAIN_0_2337,Johnny," I'd like to talk to your supervisor, please.",,,0
2338,TRAIN_0_2338,Marnie, I am the supervisor.,,,0
2339,TRAIN_0_2339,Johnny," And, may I say, doing a fantastic job.",,,0
2340,TRAIN_0_2340,Moira and David, And who's interested?,,,0
2341,TRAIN_0_2341,Alexis," Well, it doesn't look like anybody's really interested.",,,0
2342,TRAIN_0_2342,David, Get out!,,,0
2343,TRAIN_0_2343,Moira, I know someone here wants in on this exclusive opportunity!,,,0
2344,TRAIN_0_2344,Jocelyn," Moira, honey, that Champagne Audi is really hard to get.",,,0
2345,TRAIN_0_2345,Moira, Excuse me?,,,0
2346,TRAIN_0_2346,Jocelyn," Take it from me, Roland and I have been Allez Vous reps for two years, and we're still driving that old truck.",,,0
2347,TRAIN_0_2347,Moira," Sorry, you're... you're an Allez Vous consultant?",,,0
2348,TRAIN_0_2348,Jocelyn, I'm actually an executive area manager.,,,0
2349,TRAIN_0_2349,Ronnie, I'm a district manager.,,,0
2350,TRAIN_0_2350,Twyla, I'm an executive district manager.,,,0
2351,TRAIN_0_2351,Stevie, I gave up.,,,0
2352,TRAIN_0_2352,David, What?!,,,0
2353,TRAIN_0_2353,Jocelyn," The Allez Vous craze hit the town a couple years ago, and you should've seen us! In two weeks we had sold everything to the other half of town, and vice versa.",,,0
2354,TRAIN_0_2354,Alexis, That's... that's funny.,,,0
2355,TRAIN_0_2355,Jocelyn," It became a bit incestuous, yeah, very small sales pool. It became literally impossible to climb the ladder. Anywho, good luck!",,,0
2356,TRAIN_0_2356,Johnny," Somehow, we got off on the wrong foot. Okay? So if I in any way gave you the impression that-",,,0
2357,TRAIN_0_2357,Marnie," I am locking up now, Mr. Rose.",,,0
2358,TRAIN_0_2358,Roland," Johnny, how long is this gonna take, 'cause I got a couple-",,,0
2359,TRAIN_0_2359,Marnie, Roland? ,,,0
2360,TRAIN_0_2360,Roland," Well Marnie, hello. How are you?",,,0
2361,TRAIN_0_2361,Marnie, Haven't seen you in a while.,,,0
2362,TRAIN_0_2362,Roland," Yeah, it has been a while, hasn't it? Marnie and I were, um, how shall I say it? ""Close friends"" in high school.  Isn't that right, Marnie?",,,0
2363,TRAIN_0_2363,Marnie," Okay, that's enough of that.",,,0
2364,TRAIN_0_2364,Roland,  Marnie likes the bad boys.,,,0
2365,TRAIN_0_2365,Marnie, Roland!,,,0
2366,TRAIN_0_2366,Roland, Are you taking care of my bad boy over there?,,,0
2367,TRAIN_0_2367,Johnny," No, she's being quite obstinate about this whole situation. I'm getting nothing!",,,0
2368,TRAIN_0_2368,Marnie," Well, unfortunately, Mr. Rose doesn't qualify for unemployment because he's never had a job.",,,0
2369,TRAIN_0_2369,Roland," Oh well, didn't he tell you about the job he was doing for me?",,,0
2370,TRAIN_0_2370,Marnie," No, what job?",,,0
2371,TRAIN_0_2371,Roland, You didn't tell her?,,,0
2372,TRAIN_0_2372,Johnny," No-no, not specifically, I-I-uh...",,,0
2373,TRAIN_0_2373,Marnie," Well, that's important information, Mr. Rose. You working for Roland makes you an employee.",,,0
2374,TRAIN_0_2374,Roland, Yes!,,,0
2375,TRAIN_0_2375,Johnny, Oh! I forgot.,,,0
2376,TRAIN_0_2376,Marnie," Well, what were your duties?",,,0
2377,TRAIN_0_2377,Johnny," Well, I was in more of a consulting position.",,,0
2378,TRAIN_0_2378,Roland," Oh!  No, no, no, no, no. It was not a consulting position, he was my assistant, he was like my little guy Friday. He would fetch things for me, I'd tell him where to go and he'd go running off, and fetching things for me. What were some of the things you fetched? You fetched like uh...",,,0
2379,TRAIN_0_2379,Johnny, Coffee.,,,0
2380,TRAIN_0_2380,Roland," Coffee, you'd get that, and um...",,,0
2381,TRAIN_0_2381,Johnny, I get his coffee...,,,0
2382,TRAIN_0_2382,Roland, Sometimes you'd have to... ,,,0
2383,TRAIN_0_2383,Johnny, Get a hankie.,,,0
2384,TRAIN_0_2384,Roland," No, you'd pick up, you know...",,,0
2385,TRAIN_0_2385,Johnny," Cleaning, his dry cleaning.",,,0
2386,TRAIN_0_2386,Roland," Yeah, you'd have to do that, and then...",,,0
2387,TRAIN_0_2387,Johnny, Just when he didn't have time.,,,0
2388,TRAIN_0_2388,Roland," How about these guys down there, those are boots.",,,0
2389,TRAIN_0_2389,Johnny," Nothing with the boots, I don't think there was-",,,0
2390,TRAIN_0_2390,Roland," Oh, there was something with the boots.",,,0
2391,TRAIN_0_2391,Johnny, Polish them every once in a while.,,,0
2392,TRAIN_0_2392,Roland," Every now and then, he had to do that, too. He was a hell of a worker and I really, really needed him, because you know how busy I can get.",,,0
2393,TRAIN_0_2393,Marnie,  Yes I do.,,,0
2394,TRAIN_0_2394,Roland," Yeah, unfortunately I had to can his ass though, because of that whole ""cut the gravy"" thing, so.",,,0
2395,TRAIN_0_2395,Marnie, Oh. Well... I think we can make this work.,,,0
2396,TRAIN_0_2396,Alexis, Hey... I come in peace.,,,0
2397,TRAIN_0_2397,Ted, What's this?,,,0
2398,TRAIN_0_2398,Alexis," I don't know, it's a pre shave follicle mask or something, I took it from the pile of product that nobody bought. ",,,0
2399,TRAIN_0_2399,Ted, Sweet gesture.,,,0
2400,TRAIN_0_2400,Alexis, I'm sorry for being rude.  You have to understand that you're the first nice guy that I've dated.,,,0
2401,TRAIN_0_2401,Ted," Lex, I am not always nice.",,,0
2402,TRAIN_0_2402,Alexis, I just really want my family to like you.,,,0
2403,TRAIN_0_2403,Ted, They don't like me?,,,0
2404,TRAIN_0_2404,Alexis," No, they do! They do, they've just always seen nice as a sign of weakness, they take advantage of nice.",,,0
2405,TRAIN_0_2405,Ted," No, nice does not always mean weak, it's...",,,0
2406,TRAIN_0_2406,Alexis," Okay, so get mad, then. Say something super mean.",,,0
2407,TRAIN_0_2407,Ted," What, I can't just turn it on in an instant, like you can.",,,0
2408,TRAIN_0_2408,Alexis," Okay well, consider it a kind of role play then, and just let it out. ",,,0
2409,TRAIN_0_2409,Ted, I-I don't know... I find your brother can be a little pretentious sometimes.,,,0
2410,TRAIN_0_2410,Alexis," Yes, yes! He is so pretentious, and it is so gross. This is good, keep going.",,,0
2411,TRAIN_0_2411,Ted," Well, and your mother... Seems to be a little uninformed at times.",,,0
2412,TRAIN_0_2412,Alexis," She's uninformed most of the time. This is great, this is really good. Keep going!",,,0
2413,TRAIN_0_2413,Ted," Well, and you, what about you? Are you just going to sit around all day, while I work and buy you dinners? You've gotta go out there and get a job... Too far.",,,0
2414,TRAIN_0_2414,Alexis, Mm-hmm.,,,0
2415,TRAIN_0_2415,Ted," It's too far, okay.",,,0
2416,TRAIN_0_2416,Alexis, That's too far.,,,0
2417,TRAIN_0_2417,Roland," All right, and there we go.",,,0
2418,TRAIN_0_2418,Johnny," Boy, thank you!",,,0
2419,TRAIN_0_2419,Roland," Oh, stop it.",,,0
2420,TRAIN_0_2420,Johnny," No, no, Roland, I-I owe you big.",,,0
2421,TRAIN_0_2421,Roland," Well um, one day, and that day may never come, I may call upon you to perform a function. ",,,0
2422,TRAIN_0_2422,Johnny, Marlon Brando!,,,0
2423,TRAIN_0_2423,Roland," Yes, but from what movie?",,,0
2424,TRAIN_0_2424,Johnny, The Godfather.,,,0
2425,TRAIN_0_2425,Roland," No, it's the one where he's the big mafia guy.",,,0
2426,TRAIN_0_2426,Johnny, The Godfather!,,,0
2427,TRAIN_0_2427,Roland," Hold on a second, I'll think of it.",,,0
2428,TRAIN_0_2428,Johnny," Anyway, I appreciate what you've done, Roland, I really do, I'm-",,,0
2429,TRAIN_0_2429,Roland," Don't you worry about it, Johnny, I'm happy to do it. Why don't you just get me a little wiper fluid, and we'll call it even, okay?",,,0
2430,TRAIN_0_2430,Johnny," Okay, wiper fluid, you got it. ",,,0
2431,TRAIN_0_2431,Roland, And also maybe a Kleenex caddy? I've always wanted one of those. ,,,0
2432,TRAIN_0_2432,Johnny, That's funny!,,,0
2433,TRAIN_0_2433,Roland," It is, but I'm not joking.  All right, one Kleenex caddy, and wiper fluid. ",,,0
2434,TRAIN_0_2434,Johnny," Roland, you screwed it up! Roland! Roland! Son of a bitch! ",,,0
2435,TRAIN_0_2435,Bob," Oh Johnny, I told you not to take 'er on the highway.",,,0
2436,TRAIN_0_2436,Johnny," Yeah, I'm sorry, Bob, I guess I took one of those left turns, and uh, yeah.",,,0
2437,TRAIN_0_2437,Bob," Okay, well, let's get 'er hooked up, get you back to the garage, and we'll start on the paperwork. ",,,0
2438,TRAIN_0_2438,Johnny, What paperwork?,,,0
2439,TRAIN_0_2439,Bob," It's all filled in, you just have to sign it, and uh... She's all yours!",,,0
2440,TRAIN_0_2440,Johnny, I'm not buying this car!,,,0
2441,TRAIN_0_2441,Bob, You change your mind?,,,0
2442,TRAIN_0_2442,Johnny," It broke, twice! It's a broken car!",,,0
2443,TRAIN_0_2443,Bob," We'll play a little hardball, okay. I'll knock twenty bucks off.",,,0
2444,TRAIN_0_2444,Johnny, You couldn't get twenty bucks for scrap!,,,0
2445,TRAIN_0_2445,Bob," Oh! All right, thirty bucks!",,,0
2446,TRAIN_1_2446,Johnny, How about zero bucks?! ,RHETORICAL, Johnny is not interested in buying the car ,1
2447,TRAIN_0_2447,Johnny, I wouldn't give you a dime for this!,,,0
2448,TRAIN_0_2448,Bob," Johnny, you're killing me here! Fifty bucks!",,,0
2449,TRAIN_0_2449,Johnny," Oh, you know what, Bob, I'm walking. I'm walking!",,,0
2450,TRAIN_0_2450,Bob," I'll throw in a couple of floor mats, but that's my final offer! ",,,0
2451,TRAIN_0_2451,Johnny, Walking!,,,0
2452,TRAIN_0_2452,Roland," Hi, Johnny. Can we come in for a moment?",,,0
2453,TRAIN_0_2453,Johnny, Yes. Yes.,,,0
2454,TRAIN_0_2454,Roland, Thank you. Hello.,,,0
2455,TRAIN_0_2455,Moira," Oh, hi.",,,0
2456,TRAIN_0_2456,Johnny, Is everything okay?,,,0
2457,TRAIN_0_2457,Jocelyn,  We've got some sad news.,,,0
2458,TRAIN_0_2458,Roland, Uh... someone very close has died.,,,0
2459,TRAIN_0_2459,Moira,  Sorry.,,,0
2460,TRAIN_0_2460,Johnny, Oh...,,,0
2461,TRAIN_0_2461,Jocelyn, You remember Bob?,,,0
2462,TRAIN_0_2462,Moira, No...,,,0
2463,TRAIN_0_2463,Roland, You broke into his cabin and had sex while he and his wife were in the next room.,,,0
2464,TRAIN_0_2464,Moira, Oh...  That's Bob.,,,0
2465,TRAIN_0_2465,Johnny," Yeah, Bob, who was on the town council. He's on the town council, yeah... Oh, Bob died? ",,,0
2466,TRAIN_0_2466,Moira," Tsk, tsk, tsk.",,,0
2467,TRAIN_0_2467,Roland," No. No, not Bob. Bob's brother, Carl, died.",,,0
2468,TRAIN_0_2468,Johnny, I don't know Carl.,,,0
2469,TRAIN_0_2469,Moira, We barely know Bob.,,,0
2470,TRAIN_0_2470,Jocelyn," Carl thought so highly of you, Johnny.",,,0
2471,TRAIN_0_2471,Johnny," Oh... really. Well, that's nice. No, I honestly don't know the man.",,,0
2472,TRAIN_0_2472,Roland," Well, understandably, Bob is uh... Pretty broken up by all of this and he asked me to ask you if you'd be willing to um... be a pallbearer at Carl's funeral. ",,,0
2473,TRAIN_0_2473,Johnny, A pallbearer... ,,,0
2474,TRAIN_0_2474,Roland, Mm-hmm. ,,,0
2475,TRAIN_0_2475,Johnny," at Carl's funeral. Well, I don't, um... I, you know, I-I'm flattered. It's-it's quite an honour to be-",,,0
2476,TRAIN_0_2476,Jocelyn, I knew he would say yes.,,,0
2477,TRAIN_0_2477,Roland, Yeah.,,,0
2478,TRAIN_0_2478,Johnny," And-and normally I would... I would. I-I-I, you know, but my back. I have uh... I... I-I have back issues. Honey? You know, my back.",,,0
2479,TRAIN_0_2479,Moira, What?,,,0
2480,TRAIN_0_2480,Johnny, The thing with my back.,,,0
2481,TRAIN_0_2481,Moira," Your back!  Oh, it's... it's terrible. And his arms are so weak. Little muscles like corn nuts.",,,0
2482,TRAIN_0_2482,Johnny," Yeah, yeah, we're just talking about my back, sweetheart.",,,0
2483,TRAIN_0_2483,Moira, It's awful.,,,0
2484,TRAIN_0_2484,Jocelyn, I don't know what we're gonna tell Bob. He's gonna be so disappointed.,,,0
2485,TRAIN_0_2485,Johnny," Yeah... yeah. Well, life can kick you in the teeth sometimes.",,,0
2486,TRAIN_0_2486,Roland," Mm. Well, that's not gonna help Bob out too much there, Johnny.",,,0
2487,TRAIN_0_2487,Johnny, Mm. Yeah. Shouldn't bother Carl.,,,0
2488,TRAIN_0_2488,Bree,  I said bring the goddamn diaper bag!,,,0
2489,TRAIN_0_2489,Sean," Uh, babe, I'm getting the cooler right now in case you didn't notice. ",,,0
2490,TRAIN_0_2490,Bree," Well, Denim has needed a diaper change since before we left the house! ",,,0
2491,TRAIN_0_2491,David, Oh my God.,,,0
2492,TRAIN_0_2492,Alexis, What?,,,0
2493,TRAIN_0_2493,David, Some townie douchebag is moving in next door. They've got a baby. Agh! Is there a gun? ,,,0
2494,TRAIN_0_2494,Alexis, Oh... no. ,,,0
2495,TRAIN_0_2495,Sean, Jesus! What the hell did you throw that for?! ,,,0
2496,TRAIN_0_2496,Bree," It's still too hot.  It's 20 seconds in the microwave not 20 minutes, you tool! ",,,0
2497,TRAIN_0_2497,Sean, You've lost it. You've lost it.  What the hell are you so rattled about? ,,,0
2498,TRAIN_0_2498,David, What are you doing? ,,,0
2499,TRAIN_0_2499,Alexis," Um, I'm gonna go stay at Ted's because I've been on enough spring breaks to know how this is gonna end, and it's not... not good. ",,,0
2500,TRAIN_0_2500,David, You're just gonna leave me here with these people?! ,,,0
2501,TRAIN_0_2501,Alexis, Yeah. Like I don't feel good about it.,,,0
2502,TRAIN_1_2502,David," Um, hello! Hello! Is anybody in that hollow chest? ",RHETORICAL, David is implying that Alexis does not have a heart,1
